artist,title,genre,lyrics,Album,release_year,Word Count,score,sentiment,filter,joy,sadness,surprise,trust,anger,disgust,anticipation,fear
ZAYN,Sweat,R&B,contributorstranslationst eespa olportugu snorskitalianodeutschsweat lyrics stayin night losing track time reaching higher heights only thing mind only thing mind touch like give attention dive ocean love show much want drippin body like gold slowly steamin windows skin skin again sweat sweat love tear clothes slowly steamin windows skin skin again sweat sweat damn could lost heartbeat damn body take baby love baby touch like give attention dive ocean love show much want drippin body like gold slowly steamin windows skin skin again sweat sweat bridge could lost heartbeat lost body take eyes baby love baby drippin body like gold slowly steamin windows skin skin again sweat sweat love tear clothes slowly steamin windows skin skin again sweat sweat,Nobody Is Listening,2021,125,-0.38,joy,intenso,1.0,1.0,0.0,0.6,0.9,0.6,0.6,1.0
ZAYN,LIKE I WOULD,R&B,contributorstranslationsportugu sespa ollike would lyricsthe third song released zayn debut solo album mind mine like would upbeat dancefloor ready song bonus track appear deluxe version album read more while talking bout style thought lighting cold hearted cold hearted know late wired face inspired guess good cold hearted cold hearted probably gonna sound wrong promise last long never back thought like know touch like love like would know body right love like would love like would okay want cause want been thinkin over through stop wasting time messing mind cold hearted cold hearted probably gonna sound wrong promise last long never back thought like know touch like love like would know body right love like would love like would like would touch like love like would know body right love like would love like would like would bridge love like would love like could know body know body touch like love like would know body right love like would love like would like would touch like would touch like love like love like would know body right love like would love like would like would,Mind Of Mine,2016,195,1.0,joy,intenso,0.5,1.0,0.86,0.86,1.0,1.0,1.0,1.0
ZAYN,Too Much,R&B,contributorstoo much lyricsmarking primary collaboration zayn connected legendary producer rapper timbaland sultry almost futuristic ballad notable combined synths drum beats remind read more zayn think time flies took digits back think fucked flashback leave mind kinda sidetracked felt good feel think know take back there nothin timbaland must addiction wanted expect fall must affliction wanted call call keepin night keepin night must addiction there nothin zayn timbaland guess want much much want love lust love enough need touch need touch need touch need touch need touch wiki zayn never meant though gotta keep then again fuck know always mind felt good feel think know take back there nothin timbaland must addiction wanted expect fall must affliction wanted call call keepin night keepin night must addiction there nothin zayn timbaland guess want much much want love lust love enough need touch need touch need touch need touch need touch wiki bridge zayn room becomes game play white lines seem turn snakes guess turn white lies face know know place nothin nothin nothin zayn timbaland guess want much much want love lust love enough need touch need touch need touch need touch need touch wiki,Icarus Falls,2018,225,1.0,joy,intenso,1.0,1.0,1.0,1.0,0.0,1.0,0.21,0.63
ZAYN,​lUcOzAdE,R&B,contributorstranslationsespa lucozade lyrics sippin pink lucozade blazin found haze seeing blacks greys hoping basket sways left right talk shit night does make right smoke maybe seeing shit seeing pain inside house fear even wanna know things hear quick headlights shine bright fuckin deer wishing ambition position fishing long movie wrong breathe pollution solution making shit confusin winnin losin about path choosin time heals pain promotes self soothin scars gone bruising wanna take watches chains gold rings gettin caught feelings bring lack sanity losing touch reality smoking much starting clarity travelin still lookin bulls emotions splattered pattern even begin spot shit never happened lies eyes nothing truth leave mouth tryna fuckin scream words come tryna fuckin scream words come older told meant takes three anyway hope leaving soon started elephant room disguised perfume smell consumes takes mind search world never find everything done there need pace need stamina shit girl probably woulda kept runnin outwit cause cunnin outfit cause stunnin begging cause losing mage feeling type explain fuck goin think wrong told,Mind Of Mine,2016,180,-0.61,anger,intenso,0.61,1.0,0.92,0.1,0.21,1.0,0.76,1.0
ZAYN,​rEaR vIeW,R&B,contributorstranslationsespa rear view lyrics rear view picks album back intermission midtempo guitar electronics churn lament zayn titled song rear view song reminisces people thoughts read more heart mine search cause time help find words melodies memories stories sound absurd tell lies long look eyes wherever follow behind heard things done wars heard love lost began heard miles gone just start again heard through sounds like need friend friend please wait coming home tonight wanna love long look eyes wherever follow behind behind heard things done wars heard love lost began heard miles gone just start heard through sounds like need friend friend bridge never doubted myself doubted tired looking myself rear view heard things done wars heard love lost began heard miles gone just start heard through sounds like need friend friend,Mind Of Mine,2016,139,-0.85,joy,intenso,1.0,1.0,0.0,1.0,1.0,1.0,0.26,1.0
ZAYN,​sHe,R&B,contributorstranslationsespa lyricszayn described party tune intense lyrically cuts with cool slightly detached tempo vibe romantic theme fits right rest read more puts spirit nightcap always knows crowd puts mouth round cigarette cause likes always dance rainin startin baby looks like waitin makin time slow show table bright lights fadin feels right crazy bright lights fadin feels right crazy wants somebody love hold wants somebody love right wants somebody love kiss wants somebody love right cryin loves holdin hands leave cause baby wanna lonely says want hold bright lights fadin feels right crazy bright lights fadin feels right crazy wants somebody love hold wants somebody love right wants somebody love kiss wants somebody love right post right right bridge right right right right right right right right right right right right right right right right wants somebody love hold wants somebody love right right wants somebody love hold wants somebody love right wants somebody love kiss wants somebody love right,Mind Of Mine,2016,171,-1.0,joy,intenso,1.0,1.0,0.1,0.66,1.0,0.33,0.83,1.0
ZAYN,INTERMISSION: fLoWer,R&B,contributorstranslationsespa olintermission flower lyrics intermission flower urdu translation combines pakistani folk sound urdu lyrics song marks zayn first song released urdu father native language york times read more urdu urdu phonetic mohabbat phool khilay dill sukoon miley mujhe mujhe mujhe english translation until flower love blossomed heart peace give heart give heart give heart,Mind Of Mine,2016,56,-1.0,trust,intenso,0.25,0.0,0.0,0.5,0.0,0.0,0.25,0.0
ZAYN,TiO,R&B,contributorstranslationsespa oltio lyrics taste mouth leave freak like work somethin believin like cheatin wanna watch take take makeup baby take wanna watch take take clothes watch take take post take take baby take take take take baby take push wall take easy like hard like need naked explore inner secrets want watch take take makeup baby take wanna watch take take clothes watch take post take take baby take take take take baby take take take baby take take take baby take baby take bridge wait wait turned mine wait turned wanna watch take take makeup baby take wanna watch take take take clothes watch take wanna watch take wanna take makeup baby take just take baby wanna watch take take take clothes watch take,Mind Of Mine,2016,132,-1.0,fear,neutro,0.2,1.0,0.33,0.0,0.0,0.0,0.27,0.33
ZAYN,Unfuckwitable,R&B,contributorstranslationst eespa olportugu snorskdeutschunfuckwitable lyrics unfuckwithable world shoulder cold unfuckwithable tired fake friends fake love know time show found higher need inspired vibe life design your sentiment irrelevant cause again cause time life unfuckwithable world shoulder cold unfuckwithable bridge nobody take home worth weight gold forget whatever told unfuckwithable unfuckwithable they said wouldn shit shit thinkin always cool never even mind happens time probably thought turn water wine water wine happens time unfuckwithable world shoulder cold unfuckwithable,Nobody Is Listening,2021,87,-0.14,trust,intenso,1.0,1.0,0.76,0.26,0.76,1.0,1.0,1.0
ZAYN,Rainberry,R&B,contributorsrainberry lyricszayn questions rainberry asking significant other presumably then girlfriend gigi hadid cheating although zayn hasn specified term rainberry means could read more rainberry please think knees worry know know even start truth break heart worry already know many bones inside closet thought buried deep never minute peace sleep rainberry falling blood lips eyes heavy somebody else missed tell going said rainberry somebody else somebody else eyes cause work time already dried mine drown yours wash hands change past those stories shit mean sure many bones inside closet thought buried deep never minute peace sleep rainberry falling blood lips eyes heavy somebody else missed tell going said rainberry somebody else somebody else bridge rainberry please rainberry rainberry please many bones inside closet thought buried deep never minute peace sleep rainberry falling blood lips eyes heavy somebody else missed tell going said rainberry somebody else somebody else,Icarus Falls,2018,157,-0.31,anticipation,neutro,0.83,0.25,1.0,0.11,1.0,1.0,0.27,1.0
ZAYN,River Road,R&B,contributorstranslationst eespa olportugu snorskitalianodeutschriver road lyrics river road eleventh final track zayn third studio album nobody listening track describes sadness relationship hoping more also questions read more define other stand pillar pillow fairly other call lover drinks liver cried river full tears post ever hope something else ever hope something else breeze outside window turned color know again leaves turned tint orange answers inside myself leave behind where choose truth tired falling floating closer control outcomes reins ride rhythm doubled vision fairly feeling searchin meaning still believe stopped ceiling years post lightly floating ecstasy ever hope something else breeze outside window turned color know again leaves turned tint orange answers inside myself leave behind where choose tell truth tired falling floating closer define other stand pillar pillow call lover drinks liver cried river full tears post ever hope something else,Nobody Is Listening,2021,154,1.0,trust,intenso,0.17,0.12,1.0,0.25,0.21,0.21,1.0,0.21
ZAYN,Love Like This,R&B,contributorstranslations deutschlove like lyrics love like zayn return music scene releasing original material since album nobody listening duet ingrid michaelson begin again dropped read more love show show show back ever roll roll roll name black clothes stare hips hair like zone zone zone zone like wanna waste time wanna waste time cause crown wanna take time everything line would rather dead gonna mean life lived without baby guess love like usually never wanna jump like think wanna dump chips cause cannot back guess faith like give everything skate like think gotta take risk cause cannot back lovin line never make back make back make back chase fine doesn matter left right your direction mind zone zone zone zone like wanna waste time wanna waste time cause crown wanna take time everything line would rather dead gonna mean life lived without baby guess love like usually never wanna jump like think wanna dump chips cause cannot back guess faith like give everything skate like think gotta take risk cause cannot back post kiss wrapped four jack know cannot back kiss wrapped attached know cannot back bridge wanna waste time crown everything line would rather dead gonna mean life lived without baby guess love like usually never wanna jump like think wanna dump chips cause cannot back guess faith like give everything skate like think gotta take risk cause cannot back baby cannot back think gotta take risk cause cannot back,Room Under the Stairs,2023,274,-1.0,joy,intenso,1.0,1.0,0.94,0.7,0.0,1.0,1.0,0.2
ZAYN,Common,R&B,contributorstranslationsportugu scommon lyricscommon fourth song zayn second studio album icarus falls relays message void previous insecurity person loves filled feels connection person unlike other read more always lookin behind fences always felt isolated know defensive find refrain damned somethin real somethin right never love never felt need chest warm time take away breath written lips nothin common bout ordinary world nothin enough everything gray mistakin love lust hold arms nothin common bout there nothin common bout there nothin common bout flaws imperfections makes love more spiritual connection know fuckin beautiful refrain damned somethin real somethin right never love never felt need chest warm time take away breath written lips nothin common bout ordinary world nothin enough everything gray mistakin love lust hold arms nothin common bout there nothin common bout there nothin common bout bridge wanna feel love just give trust common cause common enough ordinary world nothin enough everything gray mistakin love lust hold arms nothin common bout there nothin common bout there nothin common bout there nothin common bout there nothin common bout,Icarus Falls,2018,189,-0.42,anger,intenso,0.2,0.12,0.0,0.75,0.32,0.75,0.12,0.75
ZAYN,BoRdErSz,R&B,contributorsbordersz lyrics border border border border life party border stick knife body border border somethin always wanted border good cause doin good border border wind blows care just like ocean change they know know long hold like commotion take break walls right wanna wanna cool cross lines lost right wanna post right border border give give border border fallin need proof border border beautiful insanity border border like movie change scene border border taste sweet profanity border border good cause think doin good border border they know know long hold like commotion take break walls right wanna wanna cool cross lines lost right wanna post right border give give fallin need proof right border bridge give give fallin need proof border give give border border fallin need proof border take break walls right wanna wanna cool cross lines lost right wanna post right border give give border border fallin need proof border right border give give border border fallin need proof border right border,Mind Of Mine,2016,181,-0.45,fear,intenso,0.81,1.0,1.0,1.0,1.0,1.0,1.0,1.0
ZAYN,Windowsill,R&B,contributorstranslationst eespa olportugu snorskdeutschwindowsill lyrics zayn fuckin countertop window floor mind swear type roll flow fuckin countertops elevated could blind give anything want never know come back more zayn done cause right here waitin right time call back zayn cigarett fuckin windowsill gettin here only thing wanna know away cigarettes fuckin windowsill break glass show really feel deep show love zayn lookin like lookin soul stoppin maybe could somethin want flow fuckin countertops elevated could blind give anything want never know come back more zayn done cause right here waitin right time call back zayn cigarettes fuckin windowsill tell gettin here only thing wanna know away cigarettes fuckin windowsill break glass show really feel deep show love devlin your cigarettes windowsill left night before take never light night comes want more play dumb rain comes pour want fake love just real freak board waitin impatient station body curse damnation salvation girl could walk hell sure tempt satan devil herself zayn devlin cigarettes fuckin windowsill tell gettin here only thing wanna know away away cigarettes fuckin windowsill break glass show really feel show deep show love away,Nobody Is Listening,2021,201,-1.0,trust,intenso,0.11,1.0,0.66,0.22,0.88,0.66,1.0,1.0
ZAYN,Sour Diesel,R&B,contributorssour diesel lyrics sour diesel single zayn second studio album icarus falls song involves zayn comparing woman marijuana strand sour diesel zayn first teased song later read more walks place hands waist thigh shooter game before murdered gain promised kill again know takin like rocket spaceship high stop like sour diesel stop feelin stop feet feels like dreamin didn feel seep burn burn burn like sour diesel burn burn burn like sour diesel burn burn burn stop feelin burn burn burn stop feet like sour diesel burn burn burn burn burn burn like sour diesel lips face back place legs dirty again smokin more space touches there again know takin like rocket spaceship high stop like sour diesel burn burn burn like sour diesel burn burn burn stop feelin burn burn burn stop feet like sour diesel burn burn burn burn burn burn like sour diesel burn burn burn feels like heat flame burn burn burn stop heat stop feet burn burn burn like sour diesel stop feelin burn burn burn stop bridge cause burnin around glad found cause burnin around glad found like sour diesel burn burn burn like sour diesel burn burn burn like sour diesel burn burn burn like sour diesel like sour diesel burn burn burn burn burn burn burn burn stop feelin burn burn burn sour diesel burn burn burn like sour diesel burn burn burn burn burn burn burn burn,Icarus Falls,2018,252,-0.52,disgust,intenso,1.0,0.28,0.0,0.57,0.57,0.57,0.85,0.57
ZAYN,No Candle No Light,R&B,contributorsno candle light lyricsdiverging zayn series slow burning jams candle light introduces electronic inspired sound british singer featuring rapper nicki minaj stranger read more nicki minaj young money nicki minaj zayn hand hand chest chest tangled feeling less know love free make believe sell dreams morning light gotta gotta gotta face fire fire longer blazin zayn nicki minaj woke wrong side even know left handle love handle lies friend zone love quit burning time woke wrong side zayn nicki minaj candle light candle light candle light zayn nicki minaj baby losing really fooling agree disagree things meant wanted morning light gotta gotta gotta face fire fire longer blazin zayn nicki minaj woke wrong side even know left handle love handle lies friend zone love quit burning time woke wrong side zayn nicki minaj candle light candle light candle light bridge zayn nicki minaj gotta gotta gotta face fire fire longer blazin zayn nicki minaj candle light candle light candle light nicki minaj switch lane switch lane watch gyal switch lane here nicki zayn zayn seen,Icarus Falls,2018,186,-0.14,joy,intenso,0.27,1.0,0.9,1.0,0.9,1.0,1.0,1.0
ZAYN,Back To Life,R&B,contributorsback life lyricsin back life zayn expresses gratitude admiration towards love role plays helping battle anxiety zayn first time speaking anxiety common read more changed mind said over flying long remember like sober lost lives said game over forget lines lose composure honestly watching gives oxygen gets hard breathe wrong right always side lose fight know bring back bring back bring back life bring back bring back bring back life never never cause burning long world keeps getting colder honestly watching gives oxygen gets hard breathe wrong right always side lose fight know bring back bring back bring back life bring back bring back bring back life bridge nobody like around world seen girls places seen faces nobody like honestly watching gives oxygen gets hard breathe wrong right always side lose fight know bring back life,Icarus Falls,2018,155,-0.58,fear,intenso,0.66,1.0,0.88,1.0,0.22,0.88,0.11,1.0
ZAYN,I Won’t Mind*,R&B,contributorsi mind lyrics mind demo recorded zayn malik failed make direction album four with timing release coming less week announced departure read more cause watchin right start know mind even though know never mine look around cause love blind darlin right feelin proud without doubt feel cause watchin right start know know mind even though know never mine mind even though know never mine messed around until found thing said could never ever died allowed talk gotta tell cause watchin right start know know mind even though know never mine mind even though know never mine,Icarus Falls,2015,103,-1.0,anticipation,intenso,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.71
ZAYN,Insomnia,R&B,contributorstranslationsespa einsomnia lyricsin tireless cycle insomnia song zayn sophomore album icarus falls song describes endless wondering hoping partner left return verses read more roaming strolling streets burning eyes slept weeks testing torment future bleak lost moment with words speak find peace find peace fool waiting never come back never come back there nothing made another made another tune never know hearts deceive night calls dreamers sleep stolen searching thieves these memories head vivid find peace find peace close eyes feel again find peace fool waiting never come back never come back there nothing made another made another tune never know hearts deceive night calls dreamers bridge insomnia close eyes feel again insomnia close eyes feel again fool waiting never come back never come back there nothing made another made another tune never know hearts deceive night calls dreamers,Icarus Falls,2018,154,-0.28,trust,neutro,1.0,1.0,0.0,0.19,1.0,1.0,1.0,1.0
ZAYN,Flight Of The Stars,R&B,contributorsflight stars lyrics armageddon girl there goodbyes follow hold close standing edge tomorrow still deep rush still follow feeling high touch body feel soul inside body believe eyes swear glow follow close fingertips touch want body fingertips touch want want ever wanted front right front done never done could armageddon girl there goodbyes follow hold close standing edge tomorrow still deep rush still follow feeling like deserve somebody burn bright blind somebody following flights stars cars home want ever wanted front right front done never done could armageddon girl there goodbyes follow hold close standing edge tomorrow still deep rush still follow bridge long feeling same follow flames long feeling same follow flames armageddon girl there goodbyes follow hold close standing edge tomorrow still deep rush still follow,Icarus Falls,2018,141,-1.0,anticipation,intenso,0.11,0.88,0.88,1.0,0.11,0.88,1.0,0.88
ZAYN,Connexion,R&B,contributorstranslationsespa olportugu snorskdeutschconnexion lyrics funny come mind feel little closer just started thinkin like force explain work like magnet babe thought next moment givin feelin could suspicion maybe overthinkin thinkin like come picture start feel like something missin missin wanna miss another love gonna dive right head first unknown unknown unknown like know like know baby could keep wanna stop words nough feels like drug really fuck post call digital physical conn ction call digital physical connection love every single night feel love take clothes stay bedroom cause always brain away leavin next mornin give feelin could suspicion maybe overthinkin thinkin like come picture start feel like something missin missin wanna miss another love gonna dive right head first unknown unknown unknown like know like know baby could keep wanna stop words enough feels like drug drug drug really fuck post call digital physical connection call digital physical connection,Nobody Is Listening,2021,167,-0.35,fear,intenso,1.0,1.0,0.0,0.54,0.81,0.0,1.0,1.0
ZAYN,SHE DON’T LOVE ME,R&B,contributorsshe love lyrics love semi tragic story unrequited love although zayn would prefer relationship girl doesn truly love they still same read more need question time asking know kinda hard walk right walking left with high heels sexy dress talking phone phone wish could seen gone love think know love fuck right think know love fuck right post want body want body mine want question time asking know kinda hard walk right walking left with high heels sexy dress talking phone phone wish could seen gone love think know love fuck right think know love fuck right post want body want body mine bridge should wait morning loud eyes escape feeling your body mine think know love fuck right think know love fuck right post want body want body mine,Mind Of Mine,2016,148,-1.0,joy,intenso,1.0,0.74,1.0,0.74,1.0,1.0,1.0,0.74
ZAYN,BLUE,R&B,contributorstranslationsespa olblue lyricsinterpolating acapella version prelude bach prelude major unaccompanied cello beautiful meditative blue mind mine first bonus track album most read more clouds angels sing eyes wanna smile knows need loving knows need touching plays heart emotion give love devotion gives thoughts notion need body needs need somebody love blue bridge wrong long said wrong long wrong long clouds angels sing smile eyes wanna knows need loving knows need touching plays heart emotion give love devotion gave thought notion need body needs need somebody love love blue love blue love blue love blue,Mind Of Mine,2016,98,-1.0,joy,intenso,1.0,0.22,0.66,1.0,0.0,0.0,1.0,1.0
ZAYN,Tonight,R&B,contributorstranslationst ezayn tonight traducci espa tonight lyrics just talk know sayin give girl know stayin where goin feel space mine said goin every space time love tonight speak mind take time know mine know mine love like tomorrow like there time love love like tomorrow never gonna come love like tomorrow like there time love love like tomorrow never gonna come tell always different mornin last night side space time wanna fall eyes there point stallin there nothin hide right priceless things protection keeps alive right right love tonight speak mind take time know mine know mine love like tomorrow like there time love love like tomorrow never gonna come bridge matter feelin yourself know thinkin love tonight speak mind take time know mine know mine love like tomorrow like there time love love like tomorrow never gonna come love like tomorrow like like tomorrow like there time love love like tomorrow never gonna come,Icarus Falls,2018,165,1.0,anticipation,intenso,1.0,1.0,0.0,1.0,0.0,0.0,0.47,1.0
ZAYN,When Love’s Around,R&B,contributorstranslationsespa olportugu snorskdeutschwhen love around lyrics love around first feature album nobody listening emerging star american singer signed columbia records delivers smooth vocals goes flawlessly read more ever love ever really loved someone people tend rush people tend love only takes woman show means love love zayn missin tonight wishin right here cause love around cause love around zayn never feels right never feel type need life could real only takes woman show means love love zayn zayn missin tonight wishin right here cause love around cause love around cause love around cause love around bridge zayn keep mornin could aura givin fallin keep mornin could aura givin fallin zayn cause love around cause love around cause love around cause love around cause love around,Nobody Is Listening,2021,141,0.42,joy,intenso,0.8,0.0,0.0,0.16,0.0,0.0,0.04,0.0
ZAYN,I Don’t Mind,R&B,contributorsi mind lyricsin mind zayn resigned idea falling most likely heights fame success achieved early music career back earth become grounded flying read more mind falling means again like dream trying fight against mind wishing dancing dark again light blows wanna spend time issue never grow with with with never comes with with with find lost girl never running fuck anybody else there know back side mind tell lies mind tell night know know playing mind mind tell lies mind tell night mind mind waiting need time love again want nothing just little something pain mind wishing dancing dark again light blows wanna spend time issue never grow with with with never comes with with with find lost girl never running fuck anybody else there know back side mind tell lies mind tell night know know playing mind mind tell lies mind tell night mind bridge really mind love been waiting sign night really mind love girl know know back side mind tell lies mind tell night know know playing mind mind tell lies mind tell night mind,Icarus Falls,2018,202,-0.35,sadness,intenso,0.2,1.0,0.0,0.57,0.28,0.0,0.2,1.0
ZAYN,What I Am,R&B,contributorstranslationsdeutschespa ewhat lyrics drinking absinthe math adding enough running round board game know name give crazy foolish stupid playin games told loved would fucked told flyin would looked take sayin just take cause stayin feet sand readin shit make sense conspiracy save livin moment feels good till hurts need somebody crazy foolish stupid playin games told loved would fucked told they flyin would looked take sayin just cause stayin feet sand bridge take tired dancin around point sharp jagged like shape glass steals voice told loved would fucked told flyin would looked looked take sayin just take cause stayin feet sand told loved would fucked told flyin would looked take sayin just take cause stayin feet sand,Room Under the Stairs,2024,125,-1.0,anger,neutro,0.12,0.12,0.62,0.12,0.18,0.62,0.12,0.18
ZAYN,Imprint,R&B,contributorsimprint lyricsconveying undying love need person imprint song zayn sophomore album icarus falls song person focus life read more leave imprint cause minute cause minute live where stay wanna stay late girl still make planets faded away might think crazy know baby anyway girl took minutes life told need want back want back want back want back take cause love cost excuses cursed something want change girl still make planets faded away might think crazy know baby anyway girl took minutes life told need want back want back want back want back never told story they building victorian times guess story just tellin mine change scenario jumpin like mario gotta give lose life girl took minutes life told need want back want back want back want back girl took minutes life told need want back want back want back want back,Icarus Falls,2018,155,-0.45,sadness,intenso,1.0,1.0,0.1,0.33,1.0,0.33,0.33,1.0
ZAYN,Satisfaction,R&B,contributorssatisfaction lyricsin satisfaction zayn acknowledges insatiability mourns life circumstances hinder happiness music video song released january fourth official music read more nobody said would easy nobody said would hard nobody gave rulebook follow soul hollow gotta find place satisfaction alone cause satisfaction zone space life always zone space life always nobody said would leave nobody says dark somebody told tomorrow soul hollow gotta find place satisfaction alone cause satisfaction zone space life always zone space life always bridge best pull away something surges urges stay cause satisfaction zone space life always zone space life always gotta find place satisfaction alone satisfaction alone,Icarus Falls,2018,110,-1.0,sadness,neutro,1.0,1.0,0.76,0.76,0.0,0.0,1.0,0.0
ZAYN,Scripted,R&B,contributorsscripted lyrics blurry screens fuzzy broken scenes finding words flow blurry screens fuzzy broken scenes hold close finding love hearts feel same names like change time wanna scripted whether know need cause wanna scripted whether know need hearts feel same names like change time wanna scripted whether know need cause wanna scripted whether know need bridge still remember eyes even black flashed light eyes second time night feels right wanna scripted whether know need cause wanna scripted whether know need,Icarus Falls,2018,92,-0.57,fear,intenso,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
ZAYN,​tRuTh,R&B,contributors truth lyricsin truth zayn sings journey boyband singer solo artist well known fact malik felt oppressed still direction tells complex magazine read more luck game find through know many times scene dream yours course caught game know names blame point fingers life take time time truth questions life take time time truth truth truth truth truth truth truth truth truth mind front seat view know many times talk through dreams scenes enemies caught game again point fingers life take time time truth truth truth truth truth truth truth truth truth bridge tried hide hide hide hide point fingers life take time time truth truth truth truth truth truth truth truth truth,Mind Of Mine,2016,122,0.21,trust,intenso,1.0,0.0,1.0,0.6,1.0,1.0,1.0,0.98
ZAYN,If I Got You,R&B,contributorsif lyricssurviving foreign world finding someone gets song zayn sophomore album icarus falls song features sound often present music read more think space soul fell down found earth leaving know face think fell place anywhere anywhere anywhere anywhere round universe there there wherever wherever babe think space soul fell down found earth leaving know face think fell place baby baby baby care care wherever been cause floating night feels like dancing feeling feeling falling love cause know before babe think space soul fell down found earth leaving know face think fell place baby baby baby baby baby think space soul fell down found earth leaving know face think fell place baby baby baby baby baby,Icarus Falls,2018,121,-1.0,joy,intenso,1.0,1.0,0.56,0.13,0.37,0.37,0.56,0.37
ZAYN,Stand Still,R&B,contributorsstand still lyrics skies blue birds yellow flowers growing bloom million chances glances catching eyes across room time stands still move world filled somehow move rain could pour upon face beauty would still shine would live thousand lifetimes sent find time stands still move world filled somehow move bridge move water babe lift rocks tide getting stuck nothing stop move water babe lift rocks tide getting stuck nothing stop time stands still move world filled somehow time stands still time stands still move move world filled somehow some move,Icarus Falls,2018,98,-1.0,anticipation,intenso,0.2,0.1,0.0,0.1,0.0,0.0,0.6,0.0
ZAYN,Talk To Me,R&B,contributorstalk lyrics look through hair face things through games ways fooled know seen face different times places come little closer wanna know keeping secrets there sheets tonight talk deeper already know need keeping secrets wanna leave lights talk talk talk talk talk talk talk talk talk peace words come mouth wanna hear something divine planets align know seen face different times places come little closer wanna know keeping secrets there sheets tonight talk deeper already know need keeping secrets wanna leave lights talk talk bridge baby head love forever here where together come little closer wanna know keeping secrets there sheets tonight talk deeper already know need keeping secrets wanna leave lights talk talk talk talk talk talk talk talk talk talk talk,Icarus Falls,2018,133,-1.0,sadness,intenso,0.11,1.0,1.0,1.0,1.0,0.0,1.0,1.0
ZAYN,Natural,R&B,contributorstranslationst ezayn natural traducci espa natural lyrics natural second song zayn sophomore album icarus falls slow burning lust feeling song song zayn lover feeling place naturally read more like breathin speakin touch like force nature feelin believe birth love like force nature undeniable love unforgettable love nothing compares feel skin feels natural natural come together like force nature feels natural natural come together like force nature post come together together together come together together together pure heart deeper beautiful like bluest ocean like wave broke down barriers like bluest ocean incredible love unforgettable love nothing compares feel skin feels natural natural come together like force nature feels natural natural come together like force nature post come together together together come together together together bridge like hurricane love like hurricane love like hurricane come together like hurricane love like hurricane love like hurricane come together feels natural natural come together like force nature feels natural natural come together like force nature post come together come together right right come together come together right right come together together right,Icarus Falls,2018,203,-0.42,fear,intenso,0.24,0.51,1.0,0.68,0.17,1.0,0.86,0.31
ZAYN,MiNd Of MiNdd (Intro),R&B,contributorstranslationsespa olmind mindd lyrics mind mindd first heard days release mind mine behind scenes video zayn complex cover shoot edge find inside mind mine open inside mind open inside mind,Mind Of Mine,2016,35,-0.32,trust,neutro,0.0,0.0,0.0,0.33,0.33,0.0,0.0,0.33
ZAYN,Alienated,R&B,contributorstranslationsespa olalienated lyrics people same stand beside enough away last night drinking tried think away pain made mistake tried disconnect body from soul soul feel alright already intoxicated need answer right wrongs home know place feeling alienated spaceship alone goodbye past leave laugh cause always right along know reasons pain brought front know again call beer gains know years feelings change intoxicated need answer right wrongs home know place feeling alienated spaceship alone goodbye past leave laugh cause always right along winds make noise change wings skin help away cause always raining clouds always grey away feeling alienated spaceship alone goodbye past leave laugh cause always right along along goodbye past goodbye,Room Under the Stairs,2024,123,-0.4,sadness,intenso,0.14,0.26,0.18,0.06,0.06,0.1,0.06,0.14
ZAYN,BRIGHT,R&B,contributorstranslationsespa olbright lyrics found life shots getting high cage fell away asked dance again found life first kiss last goodbye dust settled down crowd loving colour white surrounding colored eyes though kryptonite stays crib tonight light like dynamite load like gigabyte turn fucking lights wanna bright wanna bright wanna bright wanna bright wanna love mind love bass likes getting high different night knows free flash dirt shoes know loving colour white surrounding colored eyes though kryptonite stays crib tonight light like dynamite load like gigabyte turn fucking lights wanna bright wanna bright wanna bright wanna bright wanna bright bridge found life shots getting high cage fell away asked dance again wanna bright wanna bright wanna bright wanna bright wanna bright wanna bright wanna bright wanna,Mind Of Mine,2016,135,-0.54,sadness,intenso,1.0,0.33,1.0,1.0,0.0,1.0,1.0,0.27
ZAYN,Stardust,R&B,contributorstranslationsespa olstardust lyrics pretty christmas cardboard wait outside pick there somethin different touch different love different love feels like stardust floatin around shootin right across black feels like stardust fallin around funny found maybe maybe found perfume magazine places moonlit scene love love there baby cause make anywhere feel like stardust floatin around shootin right across black feels like stardust fallin around funny found maybe maybe break feels like stardust floatin around shootin right across black feels like stardust fallin around funny found maybe maybe maybe,Room Under the Stairs,2024,100,-1.0,joy,intenso,1.0,1.0,1.0,1.0,0.0,0.0,0.95,0.0
ZAYN,Icarus Interlude,R&B,contributorsicarus interlude lyrics icarus falls last track first physical disc icarus interlude functions turning point album songs shift away uncomplicated affection love read more call icarus guess flew close myth call legend yves saint laurent bees coming honey supply surprise lifetime lifetime right place right time right time girl love better anyone girl love better known girl love better known before better known before post better known before stopping know before know stopping feel plays mind every time real every night feel mind lying liars lying lying liars lying liars lying liars every night lying cause flying lying liars lying liars,Icarus Falls,2018,109,-1.0,anger,neutro,0.18,0.0,0.81,0.81,1.0,1.0,1.0,0.54
