title,lyrics,release_date,Album,release_year,Word Count
Weird People,leigh anne jade perrie when little sitting garden wall yeah wall well must bumped head cause dance more yeah fell wall step crowd party side yeah side uptight sucker gonna tell live life yeah living life  gonna weird night said weird night  leigh anne jesy weird people dance floor came cause weird people love what suckers hate cause weird people shaking from basement roof know people people street people like people like weird people weird  jesy jade slick city fellas hanging yeah money benz mean thing yeah nothing yeah well mister tell this little weird free yeah free cause matter wanna yeah wanna  jade jesy gonna weird weird night night said weird night weird people  perrie jesy leigh anne weird people dance floor dance floor came cause weird people yeah love love suckers hate cause weird people shaking woah from basement roof know people people yeah street people like people like people like bridge well there something bout there something bout girl there something bout there something bout girl nothing wrong baby feeling gonna twerk like afraid health  perrie jade jesy gonna weird night yeah said weird weird night gonna weird yeah night said weird night  leigh anne perrie jade weird people dance floor dance floor yeah came cause weird people love yeah suckers hate cause hate weird people shaking shaking from basement roof know people people street people street yeah people like people like people like weird people,2015-11-06,Between Us,2015,247
Change Your Life,leigh anne jade jesy captures reflection throws mirror floor image distorted screaming worth anymore scared things might through does make wanna hide inner  jade criticize untouchable realise  leigh anne perrie jade change change life take gonna stick together know change change life take yeah take gotta become always known become always known  leigh anne perrie jade jesy body starts flicker like nobody wants know name just another soul feelings nobody feel pain they bring down size never heart hold inside  jade criticize untouchable realise  leigh anne perrie jade change change life take take gonna stick together know know change change life take yeah take gotta become always known become always known post  leigh anne jade change change life yeah take change life take change yeah change life take change life take bridge leigh anne jade perrie right show world something never seen wanna hear scream alone woah yeah  perrie jade jesy change change life take take gonna stick together know invincible change change life take change life take gotta become always known become always known,2012-11-16,Between Us,2012,183
Grown,perrie leigh anne hold wait used frenemy back then even notice tryna hold never even spoke makes think know funny tables turn sitting back baby watching burn regrets lesson learned cause think concern  jesy jade about time know ride assume control blew baby years grown  jade grown grown know grown grown know hold missed boat grown  jesy jade your voice dropped thought could handle played tryna holla washed different league trying hard need flattery funny tables turn sitting back baby watching burn regrets lesson learned cause think concern  jesy perrie jade about time know know ride assume control control blew baby years grown  jade grown grown know grown grown know hold missed boat grown bridge jesy perrie jade jesy leigh anne want took long want want grown want yeah shame baby grown woah yeah  leigh anne jade jesy grown grown know grown grown grown know hold woah missed boat grown yeah grown grown know grown grown grown know hold missed boat grown,2015-11-06,Between Us,2015,169
Towers,leigh anne returned learned that wall comes falling down word hurt when friends keep telling doubt feel love face scars replace shock hard hard know  perrie when knock door tell wanna fight baby sure that going fall time  jesy never brought flowers never held darkest hours left late that heart feels nothing nothing towers once made like towers everything could left late heart feels nothing nothing post  jesy  jade shame blame cause owned heart remember feeling high right back start still feel love face tears erase sorry heart sorry heart start again  perrie knock door tell wanna fight cause heard before going back time going back time  jade never brought flowers never held darkest hours left late that heart feels nothing nothing towers once made like towers everything could left late heart feels nothing nothing post  jade nothing bridge leigh anne when close wanna change mind remember like wanna waste time builtup jesy never brought flowers never held darkest hours left late that heart feels nothing nothing  perrie once made like towers everything could left late heart feels nothing nothing yeah post  jade perrie perrie nothing nothing  jesy once built like towers nothing built like towers heart feels nothing,2013-11-08,Between Us,2013,210
Private Show,jesy adrenaline pumping stand close help imagining things clothes  leigh anne touching teasing yeah yeah need reason yeah yeah feeling yeah yeah that soon leaving yeah yeah right yeah yeah hello yeah yeah wait yeah yeah cause that taking home  jesy wait zone said gotta slow turn lights watch private show ticket front high gotta cause private show  jade kisses lips playing games loving little twist hooked taste yeah  perrie touching teasing yeah yeah need reason yeah yeah feeling yeah yeah that soon leavin yeah yeah right yeah yeah hello yeah yeah wait yeah yeah cause that taking home  jesy wait zone said gotta slow turn lights watch private show ticket front high gotta cause private show bridge jesy jade jesy jade perrie under sheets love good want touch then baby yeah permission like yeah cause that taking home home yeah  jade leigh anne perrie wait zone said gotta slow slow turn lights watch private show ticket front high gotta high gotta yeah cause private show,2016-11-18,Between Us,2016,173
Dear Lover,leigh anne seen places many faces look like home tonight crave attention need affection walk silver line  perrie need need love little left give need your need touch baby that askin  jade dear lover incapable savin heart time wanna pretend hero tonight post  jade pretend hero tonight  jesy jade believing there feelin swear wish moment over walk away closer maybe that good enough  jade need need love little left give need your need touch baby that asking  leigh anne jade dear lover incapable saving heart time wanna pretend hero tonight post  jade leigh anne pretend hero tonight  leigh anne jade need need love little left give need your need touch baby that asking dear lover  perrie jade leigh anne dear lover dear lover dear lover incapable saving heart time incapable saving wanna pretend hero tonight tonight  jade jade perrie pretend hero tonight,2017-11-24,Between Us,2017,153
Freak,jesy kisses free  jesy jade leigh anne getting late baby dinner cold tried call answer phone last thing said back tell think there nothing wrong nothing wrong what haircut cologne cologne lipstick shirt make worse lying  perrie watch tone sleeping alone little better along wanna make sorry making fool that insanity better  kisses free sides freak want mother meet that freak freak post  tamed make scream name playing games more kisses free pray never meet freak  jade listen critical want wake animal story straight wait night sure yeah  leigh anne watch tone sleeping alone little better along wanna make sorry making fool fool that insanity better  jade kisses free sides sides freak want mother meet that freak freak post  jesy tamed make scream name playing games more more kisses free free pray never meet freak bridge jesy perrie jade forgive mistakes turn round late know forgive mistakes turn round late there emotions seen nightmare queen ahead live dream come crawlin back  jesy kisses free sides freak want mother meet yeah yeah that freak freak post  jade jesy tamed make scream name make scream name playing games more yeah yeah kisses free pray never meet never meet freak,2016-11-18,Between Us,2016,208
Boy,jesy remember said told never ever hurt again another break make gonna wake  leigh anne jade perrie call look many times down when gonna learn real beautiful word never said saying need  perrie jade leigh anne forget forget know good enough holding back tears eyes wanna fight never seen fighting never realize gone lose forever girl alright forget  jade girl know tone make stop that fight back away that look ringing phone wanna call back leave that nobody time that  leigh anne funny tables turn when left home find real  perrie leigh anne jade leigh anne forget forget know good enough holding back tears eyes wanna fight never seen fighting never realize gone lose forever girl alright forget bridge perrie leigh anne jade jesy worth girl look knows league likes know worth girl know yeah know league likes likes yeah  perrie leigh anne jade jade leigh anne forget forget know good enough yeah holding back tears eyes your eyes wanna fight never seen fighting never seen fighting never realize gone lose forever girl alright forget that  perrie jesy know worth girl know know league likes likes girl alright forget yeah,2013-11-08,Between Us,2013,198
How Ya Doin’?,jesy doin sorry through leave name number back doin sorry through leave name number back  leigh anne jade time think described love hold missin enough long since treated like deserve long long baby gone gone leave message tone  jesy called missed called missed called missed never back gettin tired listenin  doin sorry through leave name number back doin sorry through leave name number back  perrie perrie jade jade wishing things could good time wake make make fool much history comes thing long long baby gone gone leave message tone  jesy jade called missed called missed called missed never back gettin tired listenin  jade doin doin sorry woah leave name number number back back doin sorry yeah yeah yeah leave name number number back back yeah post   jesy jade called missed called missed called missed never back gettin tired listenin  jade doin doin sorry woah leave name number number back yeah doin sorry sorry through leave name number back back  jesy leigh anne jade never back never gonna back never back never gonna back never back never gonna back never back never gonna back never back never gonna back never back never gonna back never back never gonna back never back never never back number dialed changed,2012-11-16,Between Us,2012,217
These Four Walls,jade feel numb staring shower wall begun feeling come water cold tried today lump throat  jesy time lost sense pride called hundred times hear voice fine  jesy come alive want room take under cause help wonder what night goodbye turn lights sleep these four walls  leigh anne seem leave side pillow tears cried goodbye tried smile today then realised there point anyway  perrie time lost sense pride called thousand times hear voice fine  perrie come alive want room take under cause help wonder what night goodbye turn lights sleep these four walls bridge little perrie woah  little perrie jesy come alive come alive want room take under cause help wonder what night goodbye turn lights sleep these four walls,2013-11-08,Between Us,2013,126
OMG,jade leigh anne gosh again  jesy leigh anne even know that need round applause just like cream kitty lining door maybe work beach bring boys shore maybe flirt hurt they learn  jade even know fall like dominoes  jade leigh anne gosh again said broke heart keeps happenin know always fall always fall gosh again said broke heart keeps happenin know always fall always fall post  jade leigh anne  perrie jade them boys getting ambitious they award twenty more plenty fishes still come first maybe superstitious wanna break curse they wanna girl  jade leigh anne even know fall like dominoes  jade leigh anne leigh anne gosh again said broke heart keeps happenin know always fall always fall gosh gosh again said broke heart keeps happenin know always fall always fall post  jade leigh anne bridge jesy leigh anne jade leigh anne gosh think again broke heart keep happening keep happening come crying ringing alarm better  jade leigh anne leigh anne gosh gosh think again said broke heart keeps happenin broke heart keep happenin know come crying always fall know always fall always fall always fall  leigh anne gosh gosh gosh,2015-11-06,Between Us,2015,200
The End,jesy keep breaking boom boom boom boom boom boom messed heart baby boom boom boom boom boom boom boom black blue hook jesy love fair swear boom boom boom boom boom boom that time  jade keep lying lying myself boom boom boom boom boom boom thinking love right boom boom boom boom boom boom boom never will hook jade much bear much bear swear this time swear boom boom boom boom boom boom that time mean baby bridge leigh anne said gonna leave never leavin know really need party done floor walk door through tears cried alone night lost mind sure sure sure want love anymore  perrie boom boom boom missing missing boom boom boom boom boom boom love boom boom used hook perrie love fair swear boom boom boom boom boom boom that time woah  jesy leigh anne jade perrie promise baby this know woah yeah yeah yeah,2015-11-06,Between Us,2015,153
Clued Up,jade yeah yeah listen  jade leigh anne jesy perrie used dress like everybody else wanted blend they told keep dreams told never yeah love different guard opinions tear down wanna drown like bein happy  jade jesy older never over stop affecting world keeps testing getting track every knock back gotta stay stay stay stay  leigh anne stay clued ready love good live clued just make best have cause sometimes beauty sometimes pain sometimes sunshine sometimes rain clued just make best have post  woah woah woah woah clued just make best have  leigh anne jade jesy perrie invisible feel like forgotten even notice yeah work nerves take over feel need control know need learn yeah gotta remember nothing lasts forever happy  perrie leigh anne older never over stop affecting world keeps testing stayin track every knock back gotta stay stay stay stay  leigh anne jade stay clued ready love good live clued just make best have cause sometimes beauty sometimes pain sometimes sunshine sometimes rain clued just make best have post  woah woah woah woah clued just make best have bridge perrie jade leigh anne jade jesy never never lesson never hide never hide present downs heres nows everything face never forgotten cause every single chance blossom downs yeah living right breakdown perrie jesy leigh anne living right yeah three clued  leigh anne jade jade leigh anne clued ready love good live good live clued just make best have cause sometimes beauty beauty sometimes pain pain sometimes sunshine sometimes rain sometimes rain clued ready just make best sing post  perrie leigh anne woah woah clued just make best have  jesy jade beauty sometimes pain sometimes sunshine sometimes rain,2015-11-06,Between Us,2015,289
About the Boy,jade jesy something about something something about something something about something just something  jesy  head words make stutter swag step change grey colour guaranteed found lucky number feeling help make wonder  leigh anne jade jade need right something nobody tell mind takes high stop mine  perrie jade leigh anne good feeling like girl gone running around like lovefool taking down stop come down locked want know playing heart choice there something post  leigh anne perrie jade jesy something about something something about something something about something there something  perrie first time lightning thunder green light kiss pulls under test answer need finally chance  leigh anne jade leigh anne need right something nobody tell mind takes high stop mine  perrie jade leigh anne good feeling like girl gone running around like lovefool taking down stop come down locked want know playing heart choice there something post  leigh anne perrie jade something about something about something about something about something about something there something bridge perrie know like play slow running time like lost self control cause know done poor heart come undone baby please exhale laughter  perrie jade leigh anne jade leigh anne jesy good good feeling like girl gone running around like lovefool taking down stop stop come down locked want want know playing heart know playing heart yeah choice there something post  leigh anne perrie jade perrie jade something about something about there something something about something about there something something about something there something  leigh anne perrie jade jade something about something about something about something about something about something there something,2013-11-08,Between Us,2013,277
I Won’t,jesy perrie pride self respect need nothing more want nothing less cause enough make work cause want love loved  jesy never cause never much fall never cause never much fall  jesy anybody tell take anything granted cause know nothing good comes easy cause post   jade leigh anne jesy heart head high strong survive cause hurt wash away rain learned enough shine  jesy never cause never much fall never cause never much fall  jesy leigh anne jade anybody tell take anything granted cause know nothing good comes easy cause post  leigh anne jade bridge jesy perrie jade leigh anne pinnock hold head hold head daylight hold head hold head cause future looking bright hold head daylight hold head cause future looking bright hold head daylight these stones sticks makes hold head cause future looking bright these stones sticks need hold head daylight these stones sticks makes hold head cause these stones sticks need  jesy anybody tell take anything granted cause know nothing good comes easy cause  perrie jesy head head head head yeah head head head head,2015-11-06,Between Us,2015,186
Turn Your Face,jesy memory small things like daggers mind memory head bleeds words never find  jesy always meant  jade cause turned face feel anymore turn face anymore walk away until standing door turn face walk away stay turn face  perrie memory hurting long memory still burning fingerprints left  perrie always meant  perrie turn face until anymore turn face until anymore walk away until standing door turn face walk away stay turn face bridge leigh anne jade perrie each time take back bring thousand cracks accept like fool what excuse what lose since already losing  leigh anne perrie hard face that feel anymore hard face that anymore walk away until standing door turn face walk away stay turn face  perrie turn face stay turn face,2012-11-16,Between Us,2012,130
The Beginning,jesy jade  leigh anne jade jesy perrie take back first began they turned strangers closest friends turn page wonder that refrain  leigh anne jade jesy perrie different upon time spark ever close eyes feel magic ever refrain jesy  perrie jesy jade leigh anne piece with sprinkle attitude little dream love turn heat baby give  yeah know come beginning woah yeah know come beginning,2015-11-06,Between Us,2015,68
Going Nowhere,jesy yeah yeah  leigh anne jade sick playin xbox thing never gonna diamond ring look confused clue think good tell when last time changed shirt instead sittin here going work like cool time move nothing  leave said hard breathe love going nowhere going nowhere strength tired asking love going nowhere going nowhere  perrie jesy supposed look like that when ever really hold back more sure door think press delete clear history ambitions dream while ticking boxes counting sheep time move nothing left  jesy jade leave woah said hard breathe hard hard love going nowhere going nowhere strength wanna tired asking love going nowhere going nowhere nowhere bridge leigh anne perrie sick dragging pull down wish good luck around recollect every rainfall stayed change that downfall rude pull trousers bruv deserve respect yeah mouse provide protect stay stuck onto next woah  perrie jade leave said said yeah hard breathe love going nowhere going nowhere going nowhere strength tired asking sick tired asking love going nowhere going nowhere  jade leigh anne yeah sick tired asking going nowhere going nowhere,2012-11-16,Between Us,2012,184
Case Closed,jade hits asleep right through cold wake cause feel when breathe know lump throat thinkin  jesy makes difference tried makes difference tried still sick inside meant think going down going down  jesy jade leigh anne fingerprints evidence body right hand book found guilty wait forever that gonna there never case closed matter verdict said case closed many questions head case closed still waiting never case closed  leigh anne behind walls tall wanna climb afraid fall time never closure cause still wanna hold  jesy jesy perrie makes difference tried makes difference tried still sick inside meant think going down going down  jesy jade leigh anne fingerprints evidence body right hand book found guilty wait forever that gonna there never case closed matter verdict said case closed many questions head case closed still waiting never bridge jade there never never never never never case closed there never never never never never case closed  jade jesy leigh anne fingerprints evidence body woah right hand book found guilty yeah wait forever that gonna there never there never case closed matter verdict said case closed many questions head case closed still waiting never case closed,2012-11-16,Between Us,2012,197
Nothing Feels Like You,jesy could money fancy treasures world twenty five acres hold diamonds pearls refrain jade jesy that fantasy nothing like want baby that real yeah something like masterpiece would galleries that real yeah  everything mean thing cause nothing feels like nothing feels like matter take love away cause nothing feels like nothing feels like  baby even miles apart always stay inside heart heart tell else cause baby nothing feels like post  nothing like  leigh anne boys boys plenty knocking door knock door knocking door none compare baby waiting woah yeah refrain perrie jade leigh anne cause living fantasy every time kiss real yeah baby keeps bring best know real yeah  everything mean thing cause nothing feels like nothing feels like matter take love away cause nothing feels like nothing feels like  leigh anne baby even miles apart when miles apart apart always stay inside heart stay inside heart heart tell else else cause baby nothing feels like breakdown jade nothing nothing like nothing nothing like nothing nothing like nothing nothing like bridge leigh anne jade perrie everything nothing nothing like mean thing nothing nothing like cause nothing feels like nothing nothing like nothing feels like nothing nothing like matter nothing nothing like take love away nothing nothing like cause nothing feels like nothing nothing like nothing feels like  perrie leigh anne jade baby even miles apart miles apart always stay inside heart stay inside heart stay inside tell else else baby because baby nothing feels like nothing feels like  reprise jesy perrie leigh anne jade even miles apart well aware start told nothing feels like nothing feels like yeah matter hope know told nothing feels like nothing feels like  jade leigh anne nothing nothing like nothing nothing like nothing nothing like,2013-11-08,Between Us,2013,300
Word Up!,perrie leigh anne jade jesy comin keep keep comin dance dance dance quick mama come baby tell what word word word  perrie perrie jade pretty ladies around world weird thing show tell boys girls tell brother sister mama cause throw down know  jade wave hands like care glide people start look stare dance dance dance quick mama come baby tell what word  word everybody when hear call underway word code word matter know heard  leigh anne leigh anne jade perrie sucker think there reason know reason airs real cool cool realise acting like fools  jesy there music need dance time psychological romance romance romance romance mama come baby tell what word  word everybody when hear call underway word code word matter know heard bridge jesy leigh anne jade yeah everybody yeah breakdown jesy perrie comin dial keep keep comin dance dance dance quick mama come baby tell what word word yeah yeah yeah yeah word word  jesy jade leigh anne word everybody when hear call underway underway word code word woah matter know heard word baby woah everybody when hear call underway word code word matter know heard yeah,2014-03-16,Between Us,2014,197
Pretend It’s OK,jade what would what would feel pretend okay eyes deceive still same pretend okay  perrie jade leigh anne remember night wish could back tell alright cause thing realise that living borrowed time  jade jade perrie what would what would feel pretend okay eyes deceive still same pretend okay  leigh anne perrie jade jesy light chasing memory fading when gone waiting knowing late knowing late chose road walking soul caught hearing calling calling name  perrie breath step life heart words eyes beginning start deep narrow short wide better side  jade jade perrie what would what would feel pretend okay eyes deceive still same pretend okay bridge jesy jesy jade perrie nothing here talking knowing late sometimes hard pretending okay nothing here talking nothing gonna change sometimes hard pretending okay  jade jade perrie what would what would what would what would feel pretend okay eyes deceive still same pretend okay breakdown jade perrie what would what would what would feel pretend okay pretend okay eyes deceive what would still what would would feel pretend okay yeah  perrie what would what would what would what would pretending okay what would what would what would,2012-11-16,Between Us,2012,199
Stand Down,daddy said chance life daddy said chance life  jesy perrie start telling something think there thing know playing games playground time drop sticks stones cause chasing dreams since took first sleep contemplate sheep bake humble egos slice take piece  jade there point underestimating lock thoughts throw away want hear cause your stick bother  done negativity gonna wash stronger words baby harder smile lights world flyin higher post  perrie stand wanna hear back wanna hear stand wanna hear back back stand wanna hear back wanna hear stand wanna hear back back daddy said chance life daddy said chance life  leigh anne come little closer tell about girl used know waiting luck wishful thinker going  jade perrie there point underestimating lock thoughts throw away want hear cause your stick bother yeah  done negativity gonna wash stronger words baby harder smile lights world flyin higher post  perrie jesy stand wanna hear back wanna hear stand wanna hear back back stand wanna hear back wanna hear stand wanna hear back back ladies break down breakdown perrie jesy leigh anne jade scuba boba boba scuba boba boba scuba baduba baduba scuba baduba baduba scuba beeb scuba beeb scuba baduba baduba baduba baduba baduba bada click bridge jesy leigh anne gonna doin right right nothing wastin time time take listen cause tell tonight woah woah  leigh anne jade done negativity gonna wash over yeah stronger words baby harder smile lights world flyin higher higher post  jade perrie leigh anne stand higher wanna hear back higher wanna hear stand wanna hear back back stand wanna hear back wanna hear stand wanna hear back back,2013-11-08,Between Us,2013,278
They Just Don’t Know You,jade leigh anne daddy think good enough momma says careful cause break heart three they walk shoes kissed sister says like wear hair know jealous would even care good make feel  perrie tell tell break heart tear world apart that need cause want tell them  jade jesy they know know they know know like they know they know they know they know they know like  jesy jade talk cheap rumours spread wind said said cause know ends know real truth real truth funny cause times feels like world they treat like criminal still girl ride walk line asked  perrie tell tell break heart tear world apart that need cause want tell them  jade jade jesy jesy they know know they know they know know like they know they know they know they know they know like like know bridge jade know love choose cause felt love know times cause felt love  jesy perrie jade tell tell break heart break heart tear world apart break heart that need when need cause want tell them  jade leigh anne jade jesy they know they know they know they know they know they know like they know they know they know they know they know like,2013-11-08,Between Us,2013,210
Cannonball,jade perrie there still little taste mouth there still little laced doubt still little hard what going there still little ghost witness there still little face haven kissed step little closer what going  perrie stones taught love taught life taught hard fall when float like cannonball  leigh anne jesy there still little song there still little  long hear step little closer close what going woah  jade stones taught love taught come courage teach teach cause hard fall when know know bridge jade stones taught love taught  perrie come courage teach cause hard fall when float like cannonball stones taught love taught come courage teach cause hard fall wanna scare hard fall wanna lose hard fall when float like cannonball,2011-12-11,Between Us,2011,125
